"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.style_1","Input.style_2","Input.style_3","Input.style_4","Input.style_5","Answer.rating_1","Answer.rating_2","Answer.rating_3","Answer.rating_4","Answer.rating_5","Answer.toggleButtonRequired.on","Approve","Reject"
"32LAQ1JNT8O0B2R7IZ0QEB39US2TUO","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:18 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:18 PDT 2021","","","3GM6G9ZBKNWKKEKRZZE6BLH2EJ6MTX","A3H9TB1U9O4M4","Submitted","Wed Jul 28 06:57:20 PDT 2021","Wed Jul 28 06:59:13 PDT 2021","Sat Jul 31 06:59:13 PDT 2021","","","","113","0% (0/0)","0% (0/0)","0% (0/0)","ssmtpiaa_sgd/fivek-1008_ssmtpiaa_sgd.jpg","nicer/fivek-1008_nicer.jpg","ssmtpiaa_cma/fivek-1008_ssmtpiaa_cma.jpg","expert/fivek-1008_expertb.jpg","original/fivek-1008_original.jpg","4.6","8","8.5","6.3","4.1","true"
"3JU8CV4BRKB765E35WFXAVANN3TOP1","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:18 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:18 PDT 2021","","","3R6P78PK7KAKS4O5OWGBYGX5IXUGTJ","A3S43M0STU4MKK","Submitted","Wed Jul 28 06:57:09 PDT 2021","Wed Jul 28 06:57:31 PDT 2021","Sat Jul 31 06:57:31 PDT 2021","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","ssmtpiaa_sgd/fivek-101_ssmtpiaa_sgd.jpg","expert/fivek-101_experte.jpg","original/fivek-101_original.jpg","nicer/fivek-101_nicer.jpg","ssmtpiaa_cma/fivek-101_ssmtpiaa_cma.jpg","6.7","7.8","6.3","2.9","7.2","true"
"3BA7SXOG1IPPXQ72B7UQI4K29GDR8T","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:18 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:18 PDT 2021","","","3JWH6J9I9SCQ6ABABE2LO60GD2HBNX","A24A69YAB0UI36","Submitted","Wed Jul 28 06:59:26 PDT 2021","Wed Jul 28 06:59:54 PDT 2021","Sat Jul 31 06:59:54 PDT 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","ssmtpiaa_cma/fivek-1024_ssmtpiaa_cma.jpg","original/fivek-1024_original.jpg","nicer/fivek-1024_nicer.jpg","expert/fivek-1024_experte.jpg","ssmtpiaa_sgd/fivek-1024_ssmtpiaa_sgd.jpg","3.5","6.9","5.5","8","2.8","true"
"3UV0D2KX1LIRBZFR894JK3QE4674F5","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:19 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:19 PDT 2021","","","3JMSRU9HQIT1LIW3NWQ2ZV0E22VEVG","A23KAJRDVCVGOE","Submitted","Wed Jul 28 06:56:54 PDT 2021","Wed Jul 28 06:58:45 PDT 2021","Sat Jul 31 06:58:45 PDT 2021","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","ssmtpiaa_cma/fivek-1025_ssmtpiaa_cma.jpg","nicer/fivek-1025_nicer.jpg","original/fivek-1025_original.jpg","ssmtpiaa_sgd/fivek-1025_ssmtpiaa_sgd.jpg","expert/fivek-1025_expertb.jpg","3.2","7.5","7","5.5","8.4","true"
"3QE4DGPGBQAXPZBMJTA12OQQ5L74G4","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:19 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:19 PDT 2021","","","3NS0A6KXC47GEGX4UO5TK4YM3TGGZZ","A8PJHLRJJYHLI","Submitted","Wed Jul 28 06:56:53 PDT 2021","Wed Jul 28 06:58:46 PDT 2021","Sat Jul 31 06:58:46 PDT 2021","","","","113","0% (0/0)","0% (0/0)","0% (0/0)","expert/fivek-1027_expertb.jpg","nicer/fivek-1027_nicer.jpg","original/fivek-1027_original.jpg","ssmtpiaa_cma/fivek-1027_ssmtpiaa_cma.jpg","ssmtpiaa_sgd/fivek-1027_ssmtpiaa_sgd.jpg","7.5","4","2.5","3.5","3","true"
"3CMV9YRYP203E988XRULLIKHJZIJLF","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:19 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:19 PDT 2021","","","3XC1O3LBOSL0EW26ZNDRB82DEEGTL2","A1LDS7OIWQ150C","Submitted","Wed Jul 28 06:58:46 PDT 2021","Wed Jul 28 07:02:23 PDT 2021","Sat Jul 31 07:02:23 PDT 2021","","","","217","0% (0/0)","0% (0/0)","0% (0/0)","nicer/fivek-102_nicer.jpg","original/fivek-102_original.jpg","expert/fivek-102_experta.jpg","ssmtpiaa_sgd/fivek-102_ssmtpiaa_sgd.jpg","ssmtpiaa_cma/fivek-102_ssmtpiaa_cma.jpg","8","8.5","8.9","8.6","7.8","true"
"3XH7ZM9YX1TPBVQCGZ04I0FDTMVR9I","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:19 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:19 PDT 2021","","","3KKG4CDWKIXLW9M7VP9TYRZQYLP94W","A16K3RPUTAYIUO","Submitted","Wed Jul 28 07:57:28 PDT 2021","Wed Jul 28 08:01:07 PDT 2021","Sat Jul 31 08:01:07 PDT 2021","","","","219","0% (0/0)","0% (0/0)","0% (0/0)","ssmtpiaa_cma/fivek-1036_ssmtpiaa_cma.jpg","nicer/fivek-1036_nicer.jpg","expert/fivek-1036_experte.jpg","original/fivek-1036_original.jpg","ssmtpiaa_sgd/fivek-1036_ssmtpiaa_sgd.jpg","9.4","2","8.1","2.3","1.7","true"
"3W0XM68YZOULZMAMM2CE2IBG0IE1KR","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:19 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:19 PDT 2021","","","3JBT3HLQF81MRTQ3X7VGEDCE4K3ZPM","A32PWP9R9BFBPE","Submitted","Wed Jul 28 06:59:48 PDT 2021","Wed Jul 28 07:05:07 PDT 2021","Sat Jul 31 07:05:07 PDT 2021","","","","319","0% (0/0)","0% (0/0)","0% (0/0)","original/fivek-1040_original.jpg","nicer/fivek-1040_nicer.jpg","ssmtpiaa_sgd/fivek-1040_ssmtpiaa_sgd.jpg","expert/fivek-1040_expertd.jpg","ssmtpiaa_cma/fivek-1040_ssmtpiaa_cma.jpg","5.1","7.2","6","9.3","6.1","true"
"3VW0145YLXBNKRQTX3V0LVZ6J48JMH","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:19 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:19 PDT 2021","","","3JNQLM5FT4L6UX8TG8TVALTNE132LJ","A1XGHGHD0LCPXJ","Submitted","Wed Jul 28 06:57:00 PDT 2021","Wed Jul 28 06:58:34 PDT 2021","Sat Jul 31 06:58:34 PDT 2021","","","","94","0% (0/0)","0% (0/0)","0% (0/0)","ssmtpiaa_sgd/fivek-1044_ssmtpiaa_sgd.jpg","expert/fivek-1044_expertc.jpg","nicer/fivek-1044_nicer.jpg","original/fivek-1044_original.jpg","ssmtpiaa_cma/fivek-1044_ssmtpiaa_cma.jpg","2.2","7.9","3.8","1.6","2","true"
"3Q7TKIAPOS9QBN8GNV8AIKP4EFLLD3","3U6C37VJ6U46WJ37D79BEQKCUNP1NR","Rate the aesthetics of image editing styles","Given multiple styles applied to an image, rate their aesthetic on a scale from 1 to 10.","image, rating, picture, photo, enhancement, quick","$0.05","Wed Jul 28 06:56:14 PDT 2021","1","BatchId:4515115;OriginalHitTemplateId:928390877;","3600","259200","Fri Jul 30 00:56:14 PDT 2021","","","3H7XDTSHKCQCKLSZJ1LML044MRCWGP","AANUUKQPVMD9Q","Submitted","Wed Jul 28 06:58:59 PDT 2021","Wed Jul 28 07:03:28 PDT 2021","Sat Jul 31 07:03:28 PDT 2021","","","","269","0% (0/0)","0% (0/0)","0% (0/0)","original/fivek-4660_original.jpg","ssmtpiaa_cma/fivek-4660_ssmtpiaa_cma.jpg","expert/fivek-4660_experta.jpg","ssmtpiaa_sgd/fivek-4660_ssmtpiaa_sgd.jpg","nicer/fivek-4660_nicer.jpg","8.7","6.7","6.5","7.1","6.3","true"
