image_id,rating
7143,1.8089887640449438
221721,1.8805194805194805
309716,1.935483870967742
8791,1.9887640449438202
11120,1.9950738916256157
212523,2.0
104023,2.0037735849056606
335172,2.024137931034483
80279,2.0668896321070234
45563,2.0739130434782607
255579,2.0792682926829267
338938,2.0826771653543306
92663,2.0843373493975905
659334,2.1169590643274856
142717,2.140939597315436
506212,2.1479591836734695
173745,2.163978494623656
12966,2.1658031088082903
2449,2.1703056768558953
17640,2.1810344827586206
1512,2.1813471502590676
858090,2.182170542635659
913035,2.198830409356725
44289,2.2008733624454146
33761,2.2072072072072073
693398,2.227027027027027
74340,2.230769230769231
15770,2.231527093596059
8268,2.239130434782609
119791,2.2397476340694005
831802,2.2445820433436534
66691,2.247148288973384
13471,2.247422680412371
362353,2.25
509400,2.2524271844660193
673125,2.2701612903225805
222140,2.2750642673521853
12363,2.2777777777777777
419948,2.2788461538461537
98088,2.2857142857142856
23710,2.289719626168224
202320,2.2903225806451615
33310,2.2962962962962963
917467,2.298611111111111
104741,2.2986577181208054
885604,2.3
8709,2.302491103202847
49616,2.303030303030303
70160,2.3082437275985663
13566,2.31
729,2.3138297872340425
73221,2.3157894736842106
181325,2.317857142857143
912790,2.3190184049079754
738537,2.326424870466321
23983,2.3346938775510204
309719,2.3410138248847927
295636,2.344213649851632
65649,2.3451957295373664
801244,2.3480662983425415
171366,2.3543956043956045
103047,2.357400722021661
373715,2.3625
173434,2.3643835616438356
913043,2.372670807453416
913053,2.3780487804878048
74403,2.3879003558718863
224554,2.3890784982935154
448533,2.390845070422535
218665,2.397222222222222
378166,2.400900900900901
569876,2.4011627906976742
18298,2.4016064257028114
254373,2.4040114613180514
616,2.4060606060606062
908855,2.4074074074074074
51094,2.4088669950738915
1105,2.409090909090909
409231,2.4093023255813955
90302,2.410774410774411
8290,2.4113207547169813
8241,2.425855513307985
49562,2.4322033898305087
219683,2.4325699745547076
867398,2.439909297052154
427191,2.4403292181069958
260966,2.4411764705882355
413515,2.4538152610441766
2589,2.4545454545454546
407358,2.45724907063197
198448,2.4578313253012047
55473,2.4595744680851066
110132,2.460431654676259
652899,2.4608294930875574
18515,2.4743589743589745
724140,2.4753086419753085
249266,2.4754098360655736
553287,2.4757281553398056
406237,2.477777777777778
242895,2.4784313725490197
16331,2.4814814814814814
121765,2.483108108108108
184714,2.485148514851485
725127,2.486772486772487
725129,2.4926108374384235
118238,2.4936708860759493
61024,2.4944237918215615
130822,2.4944649446494465
326410,2.49618320610687
90288,2.4967105263157894
332710,2.5
536691,2.5054945054945055
913019,2.5089820359281436
725293,2.51
13124,2.523316062176166
376696,2.525252525252525
8701,2.528985507246377
96366,2.5294117647058822
569875,2.530054644808743
657714,2.532051282051282
134830,2.5321637426900585
676796,2.533333333333333
913022,2.538922155688623
866271,2.5396039603960396
219699,2.5428571428571427
92380,2.5479041916167664
4374,2.553030303030303
369742,2.5533596837944663
380883,2.553719008264463
63137,2.561797752808989
266212,2.5625
351012,2.5634328358208953
409379,2.5665399239543727
883823,2.5733333333333333
723480,2.576923076923077
67158,2.578358208955224
13019,2.5792079207920793
757516,2.5807860262008733
237446,2.583061889250814
913056,2.5843373493975905
295635,2.585714285714286
163319,2.5874125874125875
9258,2.5892116182572615
126629,2.590106007067138
62120,2.597902097902098
333385,2.597938144329897
770432,2.5991189427312777
156286,2.5993690851735014
943,2.601010101010101
25360,2.6018099547511313
192587,2.603448275862069
237299,2.6064814814814814
48859,2.607594936708861
628708,2.6083650190114067
660808,2.613259668508287
509164,2.6153846153846154
495597,2.6156716417910446
676523,2.615740740740741
158886,2.618181818181818
449295,2.619565217391304
96800,2.619808306709265
774274,2.62
673890,2.6206896551724137
500805,2.621468926553672
877,2.6218905472636815
57181,2.6244897959183673
316821,2.624505928853755
10237,2.626315789473684
23215,2.6280193236714977
8558,2.629496402877698
176118,2.6374045801526718
726391,2.6391752577319587
36236,2.6403508771929824
295189,2.645418326693227
64031,2.6515837104072397
284080,2.652439024390244
1426,2.6534653465346536
41756,2.6538461538461537
249203,2.6552901023890785
644011,2.65531914893617
886042,2.6556291390728477
582411,2.655844155844156
57305,2.6586345381526106
232047,2.660839160839161
724182,2.6646341463414633
12473,2.6650485436893203
45079,2.6651982378854626
309782,2.6652173913043478
26980,2.665236051502146
235030,2.6653061224489796
408353,2.6703703703703705
898686,2.670886075949367
764547,2.6733067729083664
27069,2.6738197424892705
316401,2.674757281553398
799936,2.6769230769230767
12054,2.6777777777777776
263755,2.6791044776119404
93105,2.6818181818181817
943779,2.683257918552036
639649,2.6858638743455496
623645,2.688775510204082
717932,2.689655172413793
75572,2.691029900332226
202435,2.691218130311615
152095,2.6923076923076925
304108,2.693661971830986
91032,2.6938110749185666
204987,2.6945454545454544
791909,2.6979591836734693
26634,2.6983471074380163
181727,2.699275362318841
91096,2.6993464052287583
912657,2.7
913047,2.701219512195122
913052,2.7017543859649122
86549,2.7025089605734767
263140,2.705426356589147
43279,2.705627705627706
342953,2.705627705627706
726787,2.707070707070707
21423,2.707182320441989
4684,2.7072243346007605
