,image_id,orig_nima_vgg16_score,orig_nima_mobilenetv2_score,orig_ia_fine_score,orig_ia_pre_score,orig_ia_pre_styles_change,dist_nima_vgg16_score,dist_nima_mobilenetv2_score,dist_ia_fine_score,dist_ia_pre_score,dist_ia_pre_styles_change,dist_filters
0,1,5.668255090713501,4.88438755273819,4.886007308959961,0.23607878386974335,"[-0.7170287370681763, 0.7763823866844177, -0.2689695358276367, 0.3302639424800873, 0.2891464829444885, -0.023779472336173058, 0.12492599338293076, 0.40667349100112915, 0.11169879138469696]",5.536549687385559,4.325455725193024,4.475498795509338,0.13886658847332,"[-0.561471164226532, 0.9681174159049988, -0.23200371861457825, 0.5540279150009155, 0.30115121603012085, 0.7102686762809753, 0.08816449344158173, 0.4922497868537903, -0.502922773361206]","[-0.7332713888135336, -0.3102558569880054, 0.4072350524646511, -0.6855828885915072, -0.7889986071858479, 0.9135261795186493, 0.6479622692472189, -0.20630085670660803]"
1,11,5.261927843093872,4.460717737674713,4.334132075309753,0.5952808856964111,"[-0.5715638399124146, 0.8933149576187134, -0.28949400782585144, 0.5533117055892944, 0.17879506945610046, 0.41649049520492554, 0.09791041165590286, -0.18024194240570068, 0.03490900993347168]",4.997116029262543,3.889372944831848,3.812536895275116,0.19639284908771515,"[-1.0981041193008423, 1.5899262428283691, -0.6397957801818848, 1.1381659507751465, 0.15191075205802917, 0.7843027710914612, 0.10479065775871277, 0.09215908497571945, -0.07568258047103882]","[0.19901634914789756, -0.9973186503787939, -0.921921631248227, -0.9969831325313996, -0.034733165018168366, 0.012856341273182137, 0.9479193005341422, -0.03804899495629677]"
2,4309,5.211277008056641,5.025954246520996,5.073156356811523,0.5150718092918396,"[-0.8915324211120605, 1.0433896780014038, -0.38313087821006775, 0.9458522796630859, 0.06939780712127686, 0.18992799520492554, 0.12928086519241333, -0.5078155994415283, 0.5365596413612366]",4.911382794380188,4.83745276927948,4.844591021537781,0.382534921169281,"[-0.5506278276443481, 0.5334933400154114, -0.3803204894065857, 0.5774073600769043, -0.1304912269115448, 0.10159137099981308, 0.08102504909038544, -0.27687713503837585, 0.3650762438774109]","[-0.8732286271916083, -0.8764346327585821, 0.8773391868980147, -0.9271861777415835, 0.4997768134122693, -0.34469825896573036, 0.037242892053618304, 0.6611993077688085]"
3,4310,5.397690534591675,4.740904867649078,4.693094789981842,0.13294236361980438,"[-0.5739682912826538, 0.2602115869522095, 0.3994232714176178, 0.05658411979675293, 0.0505562424659729, 0.23012341558933258, 0.18557211756706238, 0.22598892450332642, 0.028849445283412933]",5.291149020195007,4.561111927032471,4.520995616912842,0.03997109457850456,"[-0.06882637739181519, 0.5140644311904907, 0.45031434297561646, -0.03923267126083374, 0.8798264265060425, 0.669857919216156, 0.1355436146259308, 1.1354314088821411, -0.7325735092163086]","[0.918204056680056, 0.8060517797084301, 0.8613628974722383, 0.9737456398665822, 0.5993714693744734, -0.3154452073777638, -0.10588549934227554, -0.55739206694987]"
4,4311,5.393141508102417,5.060948133468628,5.2052706480026245,0.3992323577404022,"[-0.6819993853569031, 0.329691618680954, -0.09319604188203812, 0.05768921971321106, 0.18024063110351562, -0.21459996700286865, 0.11292935907840729, -0.600538969039917, 0.45095524191856384]",5.645463466644287,5.152238607406616,5.192534923553467,0.17243309319019318,"[-0.27661892771720886, 0.09784790873527527, 0.23616954684257507, -0.24417978525161743, 0.31747519969940186, 0.10701381415128708, 0.164247527718544, 0.2952195703983307, 0.23224014043807983]","[0.7767878031594178, -0.29689448787380845, -0.9972695196202455, 0.6488807233005893, 0.6908075054187051, -0.9324452641035264, 0.8457222305982182, 0.18823903781135076]"
5,4312,4.817668795585632,4.780566096305847,4.823200702667236,0.3733364939689636,"[-0.9736884832382202, 0.8920446634292603, -0.04681273549795151, 0.35617801547050476, 0.14615026116371155, 0.25548577308654785, 0.13010819256305695, 0.202530175447464, 0.4200989007949829]",4.7739046812057495,4.9184781312942505,4.949496686458588,0.18784424662590027,"[-0.5934147834777832, 0.42150694131851196, -0.36281681060791016, 0.27631905674934387, -0.1828681230545044, 0.29280179738998413, 0.08989077806472778, 0.6368067860603333, -0.20478922128677368]","[0.5510151376998718, -0.2553219161250828, 0.21155433156095516, 0.3098092841233593, 0.6689264029098938, -0.9281598289794657, 0.1752073596296959, -0.5339075451919189]"
6,4313,5.814570188522339,5.127481818199158,5.226113796234131,0.023866374045610428,"[-0.0917220488190651, -0.6407822966575623, -0.1029333546757698, -0.34139391779899597, -0.10408303141593933, -0.38110271096229553, 0.16330017149448395, -0.20948153734207153, 0.3369871973991394]",5.508734583854675,4.8088255524635315,4.894096255302429,0.2392985075712204,"[-0.0999566987156868, 0.006505345925688744, -0.14480000734329224, -0.22825250029563904, 0.48473596572875977, 0.6177264451980591, 0.13608528673648834, -0.06779638677835464, 0.004078570753335953]","[-0.5137948392905081, -0.3887579790702609, -0.7559059235356806, 0.8863708864597779, 0.3491573945619513, -0.8398272856338755, 0.6408308507031404, -0.7299060957855683]"
7,4314,5.339392423629761,4.8269906640052795,4.817110896110535,0.09193488955497742,"[-0.2998478412628174, 0.375622034072876, -0.1552387773990631, 0.12788620591163635, 0.5611162781715393, 0.21917319297790527, 0.10981586575508118, 0.22089582681655884, -0.31333494186401367]",4.9488431215286255,4.73360002040863,4.770501255989075,0.163929283618927,"[-0.516281247138977, 0.6124671101570129, -0.47568970918655396, 0.5270330905914307, 0.15661825239658356, 0.17038102447986603, 0.07108321785926819, 0.07202621549367905, -0.21457675099372864]","[-0.036521992054300734, -0.24635467684537704, 0.7722328149487565, -0.32879506601481445, -0.5728337978609919, -0.17048698548516894, -0.7957093977861469, -0.47302818297316995]"
8,4315,5.185098648071289,4.725969433784485,4.689456820487976,0.4050564765930176,"[-0.8370977640151978, 0.8874741196632385, 0.16732680797576904, 0.540070652961731, 0.23479601740837097, 0.5216752290725708, 0.11685208231210709, 0.906294047832489, -0.37296926975250244]",4.946722984313965,4.559432864189148,4.534069001674652,0.1746855229139328,"[-0.587052583694458, 0.7891821265220642, -0.25683367252349854, 0.4033491313457489, 0.1432923674583435, 0.29255563020706177, 0.09808218479156494, 0.29689130187034607, -0.06930042803287506]","[0.2799029908860753, -0.2378116254441731, 0.931025940025062, -0.038979786126540183, 0.7942101952454135, 0.7780911029045336, 0.06181400993801356, 0.2386096859804312]"
9,4316,5.258064270019531,5.32311737537384,5.260525941848755,0.45879119634628296,"[-0.16906321048736572, 0.27022311091423035, -0.7323359251022339, 0.11693942546844482, -0.07116043567657471, -0.2288508415222168, 0.0012782514095306396, -0.6556630730628967, 0.5313637256622314]",4.964512884616852,5.211547613143921,5.225652456283569,0.2955518960952759,"[-0.11281935125589371, 0.1690477430820465, 0.09103970974683762, 0.548012375831604, -0.36419394612312317, 0.474998414516449, 0.13094636797904968, 0.29764172434806824, -0.3465399146080017]","[0.7800430191696044, -0.633932700457515, 0.7823957633647307, 0.007994470073298787, 0.18405959821265827, -0.8540458710906726, 0.5191092032691018, -0.7335799066936188]"
10,4317,5.338860750198364,5.0184231996536255,5.029659867286682,0.7638833522796631,"[-0.8399471044540405, 0.9885672926902771, -0.2088998258113861, 0.7571550607681274, 0.254037082195282, 0.5900994539260864, 0.08336697518825531, 0.21305540204048157, -0.2258087396621704]",5.215070843696594,4.859077334403992,4.905107617378235,0.19916372001171112,"[-1.0978869199752808, 1.2059470415115356, -0.49312490224838257, 0.7015224695205688, 0.4250018298625946, 0.30242055654525757, 0.07254830002784729, 0.06555303186178207, 0.1434377133846283]","[-0.2668780259646111, 0.21514999928515133, 0.016972294955039047, 0.015987657940556455, -0.8804743100650847, 0.343028801456954, -0.49404771637374534, -0.34640022949613103]"
11,4318,5.42756199836731,5.085583925247192,5.020408630371094,0.3168260455131531,"[-0.7827500700950623, 0.3457149267196655, -0.287990540266037, 0.3280176818370819, -0.05187410116195679, -0.28314855694770813, 0.12357348203659058, -0.029283858835697174, 0.1804334670305252]",5.439161658287048,5.033674836158752,5.0062495470047,0.19481922686100006,"[-0.4191538691520691, 0.3870563209056854, 0.19514873623847961, 0.10414090752601624, 0.2908555865287781, 0.08119737356901169, 0.23811443150043488, 0.13045892119407654, 0.1828399896621704]","[-0.17309737510019385, 0.9739710907059025, -0.7088612143996798, 0.4728176114828304, -0.5033141284093656, 0.14461067578671072, -0.8910344174938953, 0.6360752154777125]"
12,4319,5.915142893791199,5.202236175537109,5.246652364730835,0.2715767025947571,"[-0.12158564478158951, 0.22917690873146057, 0.38040027022361755, 0.25122371315956116, 0.4611048996448517, 0.11486262828111649, 0.16064311563968658, 0.2703344523906708, 0.04026669263839722]",5.600734353065491,4.916987419128418,4.915037751197815,0.16151063144207,"[-0.44536951184272766, 0.16850021481513977, 0.08895540982484818, -0.15862101316452026, 0.26532357931137085, 0.1280805468559265, 0.1530059576034546, 0.14340940117835999, -0.04493466019630432]","[-0.4794182325622114, 0.1285588969304734, -0.6889289515255113, 0.8663344263438786, -0.403065900513667, -0.11070666630784642, -0.2993435994312157, 0.8208526499864006]"
13,4320,4.905961453914642,4.284854829311371,4.164555668830872,0.13266299664974213,"[-0.5796399712562561, 0.7552581429481506, -0.2588472068309784, 0.5359848737716675, 0.19259759783744812, 0.4136234521865845, 0.11853939294815063, -0.16404232382774353, -0.2079797089099884]",4.913644790649414,4.26288902759552,4.1344064474105835,0.12173663824796677,"[-0.3981168866157532, 0.7046822905540466, -0.410572350025177, 0.3790449798107147, 0.2476433515548706, 0.37781840562820435, 0.09543982893228531, 0.099925197660923, -0.5955848097801208]","[0.25308006035187414, 0.38560525241175103, 0.5529847280760078, -0.6480654808270061, -0.6673669969058773, -0.7855454129256105, -0.7108621815574727, 0.8219032848525154]"
14,4321,5.401226878166199,5.275149345397949,5.315772891044617,0.1287650465965271,"[-0.10295035690069199, 0.4331519901752472, 0.09262806177139282, 0.692793607711792, 0.2962786555290222, 0.7967832088470459, 0.15840859711170197, 0.7185209393501282, -0.6393601894378662]",5.0923192501068115,4.918081164360046,4.951140284538269,0.4830527901649475,"[-0.5565227270126343, 0.9153169989585876, -0.22461459040641785, 0.5979019403457642, 0.09261590242385864, 0.8524346947669983, 0.09792270511388779, 0.061612121760845184, -0.2869607210159302]","[-0.9908300248265851, -0.8624918869715745, -0.9438076300811342, -0.8220897630093758, 0.48075223719498617, 0.7629274799315873, -0.3605000970071335, -0.6929849973745881]"
15,4322,4.605209231376648,4.29286003112793,4.408039152622223,0.9147471189498901,"[-0.6445524096488953, 0.7734680771827698, 0.12734952569007874, 0.36983534693717957, 0.4295375943183899, 0.16132992506027222, 0.16144032776355743, 0.658211350440979, -0.4320875406265259]",4.922139048576355,4.475140571594238,4.521389007568359,0.14857101440429688,"[-0.5655056834220886, 1.0207908153533936, -0.2571465075016022, 0.36049559712409973, 0.5375188589096069, 0.5320751667022705, 0.05371043086051941, 0.2123444378376007, -0.09851936995983124]","[-0.6099924130369649, 0.6861917358468406, -0.17319823887925923, -0.8387921356449983, 0.3935525258881294, -0.07719570598984604, -0.9397769285177577, 0.021510858011687617]"
16,4323,5.558103322982788,4.406192302703857,4.326562285423279,0.0033109274227172136,"[-0.8883556723594666, 0.2681809365749359, -0.3119717836380005, -0.4006692171096802, 0.02838262915611267, -0.33196622133255005, 0.1821460872888565, 0.16362357139587402, 0.5354834198951721]",5.669339299201965,4.486002326011658,4.405579566955566,0.011924367398023605,"[-1.0786054134368896, 0.9186220765113831, -0.5187685489654541, 0.3347260653972626, 0.15503397583961487, 0.21187612414360046, 0.11734769493341446, 0.18721413612365723, 0.052595436573028564]","[0.5062463344991746, -0.21317205895089963, -0.16718986038671124, 0.9301377943834754, 0.05129998940665592, -0.10993604617367736, 0.38931164833274745, -0.7218017034548321]"
17,4324,5.92108428478241,5.423681139945984,5.384899377822876,0.30134013295173645,"[-0.5840365290641785, 0.6178303956985474, -0.3286881446838379, 0.14423704147338867, 0.40694141387939453, 0.28760695457458496, 0.12122422456741333, -0.01164419949054718, 0.3010479509830475]",5.3016722202301025,5.278459191322327,5.312596559524536,0.03471219912171364,"[-0.5857007503509521, 0.6347470283508301, 0.016067154705524445, 0.184388667345047, 0.38314130902290344, 0.468936562538147, 0.16160352528095245, 0.5267418026924133, 0.05355139076709747]","[0.6163098834045584, 0.06366924007295593, -0.18615138756419292, 0.06305662226949504, -0.12831723398076922, 0.7120251497521606, -0.10527810447744046, -0.3984086803867586]"
18,4325,4.806388020515442,4.8624929785728455,4.874158799648285,0.3516637086868286,"[-0.7383216619491577, 0.9118041396141052, -0.2296605110168457, 0.9490406513214111, 0.0823703408241272, 0.2635487914085388, 0.1990828812122345, -0.41849982738494873, 0.04687121510505676]",5.050090551376343,5.1815736293792725,5.089660882949829,0.3669048547744751,"[-0.8064159154891968, 1.0249247550964355, -0.4196329116821289, 0.6684708595275879, 0.2878202795982361, 0.4959256649017334, 0.09909923374652863, -0.032378412783145905, -0.3928179442882538]","[0.3314822952652339, 0.2437112811468891, -0.21735170730573827, -0.9825164504159216, -0.21682820153956572, -0.2936909118706754, 0.7597699412605243, -0.10638981656645297]"
19,4326,5.632319450378418,4.738976061344147,4.7779664397239685,0.5004851818084717,"[-0.37244245409965515, 0.27292510867118835, 0.408788800239563, 0.2730419933795929, 0.25679463148117065, -0.14388051629066467, 0.20735444128513336, 0.606145441532135, 0.10045385360717773]",5.42505145072937,4.485060274600983,4.54783022403717,0.35652679204940796,"[-0.5746012926101685, 0.7886061668395996, -0.14644423127174377, 0.35618355870246887, 0.4462413191795349, 0.36830493807792664, 0.09576497972011566, 0.21558448672294617, -0.14971287548542023]","[-0.31423026085972783, -0.41342564999154496, 0.6400663207993162, 0.5703250610461061, -0.5637788851435515, 0.6558457601334111, -0.14971320160043478, 0.597931873526746]"
20,4327,5.827447175979614,4.989418089389801,4.913418292999268,0.050129763782024384,"[-0.6900502443313599, 0.5561689734458923, -1.0177397727966309, 0.09321397542953491, 0.17218926548957825, 0.020652974024415016, 0.024018198251724243, -0.3400532603263855, -0.09801821410655975]",4.950299263000488,4.93009090423584,4.973318576812744,0.04151838272809982,"[-0.43582987785339355, 0.3916877806186676, -0.8170990347862244, -0.09206315875053406, -0.028604865074157715, 0.2663361728191376, 0.0059205591678619385, -0.042733289301395416, -0.12713882327079773]","[-0.06277369236625363, -0.967269505355653, -0.29677543741594015, -0.8770904912841067, 0.7054420714882701, -0.716251678012062, -0.7165568304909158, -0.35668489849621543]"
21,4328,5.099753141403198,4.728378653526306,4.873207211494446,0.30159521102905273,"[-0.22779452800750732, -0.02841806598007679, 0.2042035460472107, -0.40045738220214844, 0.5725005865097046, -0.10009301453828812, 0.1997150480747223, 0.1891959011554718, 0.22626063227653503]",5.075437426567078,5.102800130844116,5.205432176589966,0.02992071397602558,"[-0.08839123696088791, 0.5387872457504272, -0.05306471139192581, -0.05205492675304413, 0.9401915073394775, 0.4791363775730133, 0.051770202815532684, 0.6066758036613464, -0.5518592000007629]","[0.8237410480044485, -0.62362781785101, -0.2743881083288442, 0.8342646902621007, -0.3843073378609372, 0.6046282426654945, -0.5715339959292367, 0.44113188372279155]"
22,4329,4.9739280343055725,4.640583395957947,4.693238139152527,0.39730751514434814,"[-1.0032360553741455, 1.222820520401001, -0.4393121004104614, 0.43973395228385925, 0.6321121454238892, 0.2258967012166977, 0.04853777587413788, -0.13050797581672668, 0.21813932061195374]",5.182181000709534,4.564361572265625,4.579268395900726,0.4470888376235962,"[-0.8961889147758484, 1.1592981815338135, -0.3974376916885376, 0.4677492082118988, 0.4203510284423828, 0.5194946527481079, 0.0327623188495636, -0.5833233594894409, 0.464465856552124]","[-0.5557684439001331, 0.11579519439589925, 0.8727047618968884, -0.38230574435241027, -0.1042673108259824, -0.9067626675661788, 0.7274500168155895, -0.7271027267774512]"
23,4330,5.407502055168152,4.690140783786774,4.8065415024757385,0.7466927766799927,"[-0.529778242111206, 0.35420650243759155, 0.01360207051038742, 0.19650298357009888, 0.6852259635925293, -0.0640798881649971, 0.17592677474021912, 0.1938653290271759, 0.16974905133247375]",4.879129528999329,4.792458415031433,4.851635992527008,0.2416604906320572,"[-0.3247920274734497, 0.747058093547821, -0.1813671588897705, 0.39836952090263367, 0.5489292144775391, 0.4844537377357483, 0.07885563373565674, 0.39274558424949646, -0.514149010181427]","[0.28309905563836324, -0.6995721495384173, 0.07478219866946345, 0.354461338726499, 0.2197314590884334, -0.15748582113308163, -0.7456752631916213, -0.37615444998501313]"
24,4331,5.052614212036133,4.8942118883132935,4.8281630873680115,0.09552227705717087,"[-0.9228554368019104, 0.8488131165504456, -0.26874232292175293, 0.4283733069896698, 0.30105966329574585, 0.20602867007255554, 0.1499820500612259, -0.03487870842218399, 0.339160680770874]",4.909199774265289,5.025724172592163,5.029169917106628,0.21464712917804718,"[-0.6966894268989563, 0.8051689267158508, -0.6497205495834351, 0.6441243886947632, 0.19586674869060516, 0.3082926273345947, 0.03040502965450287, -0.12604781985282898, -0.38436585664749146]","[-0.2977066256768526, -0.4695359986170442, -0.09270475065486594, 0.8464540077471798, 0.6033575292611735, -0.7600480503985456, 0.6716424206352178, -0.24643569552801936]"
25,4332,5.7493531703948975,4.921089708805084,4.893653988838196,0.31019848585128784,"[-0.4154414236545563, 0.7504522800445557, 0.04128362238407135, 0.282810240983963, 0.34651079773902893, 0.2821822464466095, 0.13706883788108826, -0.045792125165462494, 0.13789251446723938]",5.445350408554077,4.3503934144973755,4.407126009464264,0.1560216248035431,"[-0.49564218521118164, 0.9063575863838196, 0.019589319825172424, 0.4785793721675873, 0.5076289772987366, 0.567951500415802, 0.17442411184310913, 0.1566334068775177, 0.09875766932964325]","[-0.16964142274192984, -0.8197779232403126, -0.6848444062791086, -0.7663621633341882, -0.7532346877135183, 0.5325180893008268, 0.07263568424857048, 0.7513158893758249]"
26,4333,5.120779871940613,4.823438227176666,4.956325590610504,0.04320192709565163,"[-0.03601624816656113, 0.05334603786468506, -0.18965834379196167, 0.14857354760169983, 0.09964634478092194, 0.0746692642569542, 0.1430857926607132, -0.00017760694026947021, 0.4285000264644623]",4.81343686580658,4.428510665893555,4.51619952917099,0.03242293745279312,"[-0.2212269902229309, -0.05090692639350891, -0.2597905397415161, -0.2377246916294098, -0.2853778302669525, 0.20448562502861023, 0.17158693075180054, -0.22153788805007935, 0.14592333137989044]","[0.0981965500783728, -0.7687024265019233, -0.13939418023132255, 0.3784821696760794, 0.7757199927841405, -0.7642114937290645, 0.23418303918351357, 0.016469088686228206]"
27,4334,5.278725028038025,5.2131640911102295,5.296121835708618,0.32235151529312134,"[-0.8253802061080933, 0.6962645649909973, -0.04665613919496536, 0.34837451577186584, 0.1981213390827179, 0.03601797670125961, 0.15912744402885437, 0.09630890935659409, 0.28939077258110046]",5.169156789779663,5.224461555480957,5.308346748352051,0.1915522813796997,"[-0.6498328447341919, 0.6853209137916565, -0.1537390947341919, 0.3058280646800995, 0.19835540652275085, 0.10944602638483047, 0.1599205732345581, 0.505172073841095, 0.1925882250070572]","[-0.3760086147135908, 0.3631333451100083, 0.5601446434376363, -0.6034919245285657, -0.8581680733756583, 0.33421570904914155, 0.1962952638824884, 0.1679866440103439]"
28,4335,4.8384422063827515,4.725174307823181,4.725185334682465,0.4242284297943115,"[-1.0717740058898926, 1.2559512853622437, -0.7101473212242126, 0.9024488925933838, 0.21020051836967468, 0.314039409160614, 0.05607771873474121, 0.4796479642391205, -0.35363876819610596]",4.845731258392334,4.458796977996826,4.525400996208191,0.018017541617155075,"[0.2891893982887268, -0.9983702898025513, 0.7170611619949341, -0.7807470560073853, -0.1279507279396057, -0.5269412398338318, 0.20587539672851562, 1.1978862285614014, -0.3104962110519409]","[0.4630975925998131, 0.8071827505613223, 0.3970356781217548, -0.49369461408199267, -0.8841922097054242, 0.5120187385443025, -0.7672213954592844, 0.1280778324168519]"
29,4336,5.5190324783325195,4.5074838399887085,4.67603862285614,0.4078226387500763,"[-0.43073412775993347, 0.6038694977760315, -0.13750621676445007, 0.4604252278804779, 0.17693614959716797, 0.3536737859249115, 0.1156798005104065, 0.546386182308197, -0.38395583629608154]",5.335074067115784,4.654639661312103,4.7958797216415405,0.1928442418575287,"[-0.8104020953178406, 0.9668489098548889, -0.39829981327056885, 0.6958696842193604, 0.21908333897590637, 0.6402285099029541, 0.08502363413572311, 1.0406887531280518, -0.889867901802063]","[0.29296001054701004, -0.788857878207319, 0.26260391882699774, 0.5315083692547071, 0.32039380311608756, -0.4196575571687897, 0.8818776058209679, 0.2810961200872921]"
30,4337,4.898270666599274,4.754321575164795,4.677093923091888,0.26406407356262207,"[-0.5591201186180115, 1.028638243675232, 0.06682593375444412, 0.580486536026001, 0.570425271987915, 0.6855196356773376, 0.15339845418930054, 0.33719679713249207, -0.38623934984207153]",4.998764991760254,4.205435812473297,4.10365104675293,0.28437864780426025,"[-0.38696396350860596, 0.9332193732261658, -0.23467540740966797, 0.773029088973999, 0.2769545316696167, 0.9062656164169312, 0.07813197374343872, 0.33529525995254517, -0.5289179086685181]","[-0.7224334254820552, 0.35637000309985334, 0.42447569824112996, 0.005313572868018035, 0.4659651979395949, -0.07308467283024056, -0.789040230711537, -0.6755857826565101]"
31,4338,5.342737436294556,4.971422553062439,4.803763329982758,0.3591059148311615,"[-0.36571210622787476, 0.43259820342063904, 0.002358831465244293, 0.42887142300605774, 0.293905645608902, 0.01904546655714512, 0.19260932505130768, 0.256387323141098, 0.0017543137073516846]",5.435023307800293,4.840671420097351,4.81724739074707,0.35967785120010376,"[-0.8070040345191956, 0.9425349831581116, -0.46900421380996704, 0.21113228797912598, 0.33075016736984253, 0.26019346714019775, 0.08206568658351898, -0.03151329606771469, 0.20781022310256958]","[-0.09055994762138342, 0.38970603027875317, 0.25563664286299836, 0.8003042424468068, -0.7939363663975234, -0.3982265313724622, 0.5004192832735852, -0.0037199295205185834]"
32,4339,5.64242959022522,4.394825994968414,4.4998496770858765,0.40353381633758545,"[-0.16334164142608643, 0.16599050164222717, 0.466451495885849, -0.1358221471309662, 0.23733773827552795, -0.09651175886392593, 0.22263801097869873, 0.15578919649124146, 0.25847694277763367]",5.500338673591614,4.833695292472839,4.843589663505554,0.11238397657871246,"[-0.3449344038963318, 0.5006757974624634, 0.5979090332984924, 0.35411426424980164, 0.2805759608745575, 0.3110446333885193, 0.22595494985580444, 0.5227707624435425, 0.029076315462589264]","[0.0945446184318317, 0.7795025282681256, -0.18411530039901636, 0.15608827477366294, -0.3045075839596165, 0.1661743807562377, 0.5311002220851295, 0.24843209839685954]"
33,4340,5.3545331954956055,4.945416450500488,5.041443705558777,0.319513738155365,"[-0.3264850974082947, 0.4215201735496521, -0.19650954008102417, 0.1487279236316681, 0.1108296662569046, 0.4674359858036041, 0.0927647203207016, 0.09574826806783676, -0.26558536291122437]",5.104679465293884,5.162723064422607,5.209982395172119,0.05974418297410011,"[-0.1429937183856964, 0.043021030724048615, -0.5114614367485046, -0.2678484618663788, 0.5380350351333618, -0.3841232359409332, 0.029878824949264526, -0.11575282365083694, 0.11538189649581909]","[-0.8451076650176113, 0.922449428559845, -0.6703620512810498, 0.5559364082128484, 0.3589745426813382, 0.3053499514766198, -0.14635891043939764, 0.39786112090807113]"
34,4341,5.356473922729492,5.024461150169373,4.964877963066101,0.7139894366264343,"[-0.7995103597640991, 0.5545923113822937, 0.15739858150482178, 0.13336223363876343, -0.035873472690582275, -0.19915497303009033, 0.17761871218681335, -0.4988705515861511, 0.8157951831817627]",5.134364366531372,4.944623410701752,4.949989318847656,0.610039234161377,"[-0.4311690926551819, 0.121422678232193, -0.18328699469566345, 0.1422542929649353, -0.27714815735816956, -0.03615652769804001, 0.16255806386470795, -0.9522379636764526, 0.7251223921775818]","[-0.011812719378490044, -0.9752812846279495, 0.3054869327115819, -0.36017432381451187, -0.3555716818266119, 0.06070537399871623, 0.8056552358005924, 0.7750109187173586]"
35,4342,6.037782430648804,5.553104281425476,5.6087726354599,0.06959362328052521,"[-0.8672027587890625, 0.5433893799781799, -0.5899301171302795, 0.2101268470287323, 0.3506956696510315, -0.020845716819167137, 0.07940265536308289, -0.6328123807907104, 0.33855587244033813]",5.754685401916504,5.390995740890503,5.471575856208801,0.43405622243881226,"[-1.0006285905838013, 0.7246977686882019, -0.8087447881698608, 0.5124155282974243, 0.10668087005615234, -0.024256175383925438, 0.017903491854667664, -1.0389626026153564, 0.23519128561019897]","[0.2485513914346713, -0.5223145507102489, 0.97679953250616, 0.09006322089845376, -0.31484408624259363, -0.6560669702045507, 0.9638521808523957, 0.2224806224209761]"
